taxon	sp_0000	sp_0001	sp_0002	sp_0003	sp_0004	sp_0005	sp_0006	sp_0007	sp_0008	sp_0009	sp_0010	sp_0011	sp_0012	sp_0013	sp_0014	sp_0015	sp_0016	sp_0017	sp_0018	sp_0019	sp_0020	sp_0021	sp_0022	sp_0023	sp_0024	sp_0025	sp_0026	sp_0027	sp_0028	sp_0029	sp_0030	sp_0031	sp_0032	sp_0033	sp_0034	sp_0035	sp_0036	sp_0037	sp_0038	sp_0039	sp_0040	sp_0041	sp_0042	sp_0043	sp_0044	sp_0045	sp_0046	sp_0047	sp_0048	sp_0049	sp_0050	sp_0051	sp_0052	sp_0053	sp_0054	sp_0055	sp_0056	sp_0057	sp_0058	sp_0059	sp_0060	sp_0061	sp_0062	sp_0063	sp_0064	sp_0065	sp_0066	sp_0067	sp_0068	sp_0069	sp_0070	sp_0071	sp_0072	sp_0073	sp_0074	sp_0075	sp_0076	sp_0077	sp_0078	sp_0079	sp_0080	sp_0081	sp_0082	sp_0083	sp_0084	sp_0085	sp_0086	sp_0087	sp_0088	sp_0089	sp_0090	sp_0091	sp_0092	sp_0093	sp_0094	sp_0095	sp_0096	sp_0097	sp_0098	sp_0099	sp_0100	sp_0101	sp_0102	sp_0103	sp_0104	sp_0105	sp_0106	sp_0107	sp_0108	sp_0109	sp_0110	sp_0111	sp_0112	sp_0113	sp_0114	sp_0115	sp_0116	sp_0117	sp_0118	sp_0119	sp_0120	sp_0121	sp_0122	sp_0123	sp_0124	sp_0125	sp_0126	sp_0127	sp_0128	sp_0129	sp_0130	sp_0131	sp_0132	sp_0133	sp_0134	sp_0135	sp_0136	sp_0137	sp_0138	sp_0139	sp_0140	sp_0141	sp_0142	sp_0143	sp_0144	sp_0145	sp_0146	sp_0147	sp_0148	sp_0149	sp_0150	sp_0151	sp_0152	sp_0153	sp_0154	sp_0155	sp_0156	sp_0157	sp_0158	sp_0159	sp_0160	sp_0161	sp_0162	sp_0163	sp_0164	sp_0165	sp_0166	sp_0167	sp_0168	sp_0169	sp_0170	sp_0171	sp_0172	sp_0173	sp_0174	sp_0175	sp_0176	sp_0177	sp_0178	sp_0179
sp_0144	0.278531	0.456062	0.364031	0.327681	0.318982	0.621104	0.414542	0.326037	0.509926	0.523209	0.423334	0.401342	0.358360	0.342370	0.433866	0.392108	0.308262	0.533472	0.533242	0.393917	0.302367	0.451969	0.433619	0.388488	0.418485	0.423565	0.480088	0.418775	0.379823	0.382571	0.528305	0.568263	0.421120	0.421948	0.466028	0.368114	0.343706	0.526367	0.437653	0.427689	0.420808	0.256329	0.503323	0.426502	0.314510	0.538573	0.491882	0.410259	0.368217	0.510091	0.474358	0.472932	0.355546	0.324845	0.469647	0.536903	0.603290	0.265560	0.382041	0.525907	0.493975	0.390314	0.532177	0.456459	0.393498	0.633257	0.495860	0.490499	0.459232	0.365062	0.483759	0.471402	0.454776	0.311654	0.534588	0.412675	0.439391	0.568026	0.281344	0.558964	0.412963	0.390554	0.669054	0.395576	0.482530	0.417845	0.386595	0.527501	0.640698	0.661393	0.369849	0.457388	0.553871	0.360094	0.367749	0.420298	0.315436	0.250648	0.426231	0.534248	0.431313	0.392531	0.357376	0.405534	0.448750	0.513282	0.341440	0.397520	0.559420	0.543567	0.366930	0.494088	0.510249	0.689635	0.542374	0.426128	0.502695	0.528170	0.300269	0.425057	0.350208	0.426210	0.302845	0.416111	0.460540	0.386297	0.477765	0.334525	0.302456	0.479907	0.552860	0.450530	0.513732	0.451985	0.444912	0.564689	0.431414	0.422725	0.318679	0.372024	0.407593	0.344256	0.491277	0.434235	0.000000	0.496654	0.520118	0.613319	0.465510	0.350398	0.373874	0.487724	0.471883	0.478295	0.391117	0.415700	0.446073	0.418594	0.539513	0.418840	0.651628	0.584544	0.464628	0.485649	0.383248	0.413041	0.451321	0.204141	0.501829	0.435830	0.525851	0.408201	0.290823	0.486994	0.371670	0.407178	0.310444	0.604699	0.448568	0.307986
sp_0145	0.419399	0.515468	0.487431	0.476464	0.541575	0.500759	0.477887	0.480186	0.471431	0.290871	0.463056	0.532101	0.516633	0.566150	0.462325	0.611762	0.580140	0.437849	0.470025	0.637044	0.428861	0.425866	0.564796	0.454887	0.610576	0.541959	0.429611	0.407346	0.518965	0.594282	0.473238	0.416430	0.593569	0.428314	0.566922	0.486448	0.554357	0.528875	0.368920	0.525430	0.572508	0.467055	0.658822	0.432457	0.383703	0.565079	0.758488	0.488779	0.581729	0.583035	0.547456	0.617924	0.527491	0.453019	0.576825	0.540950	0.445875	0.512467	0.470094	0.603388	0.649971	0.409802	0.549510	0.652333	0.609414	0.568242	0.639206	0.482642	0.413431	0.401001	0.521468	0.459426	0.420256	0.560266	0.514104	0.636080	0.637496	0.577088	0.489167	0.739671	0.574179	0.578871	0.622366	0.468867	0.588617	0.299022	0.502661	0.620642	0.573395	0.465869	0.443465	0.477971	0.513127	0.453317	0.461242	0.793505	0.567602	0.412400	0.436948	0.468880	0.619617	0.389708	0.326318	0.461332	0.548455	0.455252	0.403021	0.389343	0.654524	0.544849	0.510291	0.624177	0.542830	0.684075	0.579291	0.475587	0.555357	0.433365	0.405460	0.427061	0.524158	0.510699	0.477038	0.445756	0.465427	0.514852	0.605328	0.449102	0.597528	0.440539	0.599637	0.393526	0.441957	0.316856	0.488465	0.422484	0.559393	0.500123	0.502246	0.493439	0.628197	0.441510	0.588692	0.694563	0.496654	0.000000	0.656997	0.632838	0.540822	0.462273	0.521046	0.533187	0.556237	0.471768	0.354091	0.652308	0.519053	0.545526	0.599374	0.423858	0.442245	0.629663	0.623937	0.581943	0.374207	0.404389	0.573374	0.454891	0.516554	0.185282	0.464883	0.389114	0.654972	0.495663	0.579491	0.483610	0.588823	0.518853	0.501903	0.569561
sp_0146	0.561421	0.387505	0.468181	0.578726	0.520780	0.675366	0.649730	0.629995	0.631866	0.665814	0.753189	0.549102	0.430096	0.666372	0.609383	0.635881	0.455776	0.514928	0.526363	0.441390	0.601783	0.597855	0.610348	0.653591	0.629701	0.669716	0.601427	0.770512	0.505409	0.561498	0.693880	0.638540	0.549060	0.562789	0.776074	0.469358	0.377307	0.577566	0.572576	0.748104	0.566671	0.429874	0.474163	0.664732	0.562888	0.677396	0.597414	0.593557	0.418808	0.621447	0.489258	0.569531	0.544883	0.557028	0.631267	0.555920	0.737715	0.480025	0.448774	0.671159	0.698970	0.513150	0.444825	0.637594	0.536927	0.733429	0.530429	0.641320	0.623897	0.466233	0.556784	0.586687	0.680795	0.459044	0.674264	0.588397	0.554801	0.682092	0.579413	0.726265	0.552010	0.562303	0.699813	0.591071	0.665346	0.488668	0.565488	0.620926	0.435712	0.824337	0.446674	0.579194	0.660381	0.637424	0.509558	0.576886	0.563495	0.510651	0.660788	0.398132	0.706468	0.703425	0.604918	0.671203	0.603470	0.524128	0.553217	0.492601	0.575989	0.547056	0.594120	0.521771	0.609816	0.843026	0.649309	0.539313	0.628489	0.610087	0.412316	0.682889	0.553418	0.696925	0.529324	0.510443	0.640255	0.533399	0.575203	0.610437	0.578880	0.479883	0.593341	0.514939	0.565310	0.748683	0.545056	0.615925	0.530544	0.588755	0.588287	0.621285	0.641975	0.530042	0.615672	0.514811	0.520118	0.656997	0.000000	0.605919	0.519111	0.403059	0.518901	0.552132	0.634498	0.684235	0.577529	0.633953	0.719039	0.703268	0.839476	0.547124	0.794286	0.629076	0.648800	0.536869	0.599742	0.612560	0.427901	0.429622	0.482131	0.610783	0.724601	0.687202	0.578051	0.580980	0.500211	0.731551	0.658898	0.643167	0.546583	0.427033
sp_0147	0.614386	0.538789	0.674345	0.716430	0.576751	0.883513	0.676124	0.692658	0.798461	0.689558	0.707587	0.612533	0.530842	0.663511	0.764949	0.688601	0.570637	0.603989	0.626529	0.631479	0.721034	0.599162	0.714355	0.651564	0.794233	0.580739	0.568077	0.663241	0.734257	0.764984	0.713535	0.792808	0.713880	0.541283	0.786389	0.735428	0.497527	0.764121	0.593602	0.761690	0.641566	0.605818	0.607910	0.631961	0.598845	0.712400	0.763019	0.663755	0.636126	0.558740	0.660200	0.724933	0.636937	0.657737	0.656326	0.647343	0.863419	0.519255	0.601730	0.528916	0.797321	0.662286	0.492594	0.643529	0.723813	0.798120	0.759607	0.754471	0.585648	0.521037	0.710164	0.518404	0.515314	0.569297	0.859833	0.744837	0.770797	0.919605	0.630947	0.884083	0.703253	0.759729	0.915598	0.700287	0.830276	0.609649	0.654177	0.571226	0.754269	0.829742	0.622278	0.600803	0.531260	0.660873	0.465328	0.856353	0.608776	0.623276	0.612378	0.512655	0.674822	0.737426	0.612906	0.627447	0.602316	0.684944	0.585914	0.550455	0.607120	0.694093	0.707421	0.827701	0.642800	0.983876	0.816052	0.721622	0.672050	0.695201	0.510813	0.630405	0.579926	0.733584	0.601667	0.643967	0.703934	0.756116	0.614215	0.709050	0.770557	0.659743	0.668524	0.501155	0.707711	0.630845	0.763366	0.652313	0.633950	0.643282	0.650847	0.597753	0.562290	0.687083	0.638395	0.620610	0.613319	0.632838	0.605919	0.000000	0.698541	0.596000	0.534546	0.559648	0.729435	0.718439	0.698785	0.634125	0.711610	0.646702	0.694244	0.702525	0.681444	0.911105	0.688377	0.696421	0.657936	0.655525	0.673431	0.588917	0.611525	0.538919	0.684264	0.611919	0.694719	0.663950	0.634506	0.726147	0.731538	0.864692	0.493569	0.582235
sp_0148	0.357391	0.447520	0.297523	0.556121	0.424824	0.524583	0.401635	0.496804	0.501437	0.531081	0.585940	0.576806	0.507465	0.481757	0.530944	0.571903	0.335520	0.573498	0.413785	0.446046	0.459395	0.460350	0.614262	0.555255	0.536684	0.618771	0.516901	0.575757	0.537067	0.548352	0.671638	0.560207	0.495172	0.368757	0.482102	0.390431	0.399527	0.325806	0.599385	0.657272	0.400450	0.400087	0.593731	0.532658	0.424063	0.623860	0.578036	0.498571	0.319076	0.577909	0.362128	0.561044	0.646826	0.448355	0.520716	0.557256	0.573222	0.435701	0.408569	0.677845	0.684634	0.430933	0.500524	0.627855	0.665473	0.434361	0.497932	0.671908	0.386264	0.429404	0.474543	0.511401	0.612076	0.411485	0.560433	0.437011	0.465312	0.621566	0.493427	0.568458	0.648375	0.552452	0.605641	0.356061	0.410219	0.413327	0.550652	0.540535	0.566765	0.669991	0.436565	0.424371	0.456305	0.545301	0.489819	0.563435	0.458164	0.416092	0.531590	0.550776	0.448206	0.426495	0.399796	0.455186	0.456874	0.516097	0.498882	0.453542	0.516894	0.492705	0.539361	0.478337	0.449620	0.651683	0.470177	0.444166	0.558040	0.586649	0.389967	0.503199	0.548238	0.532161	0.400512	0.399348	0.400573	0.404900	0.645443	0.482511	0.393229	0.469255	0.532652	0.487322	0.435825	0.529773	0.474390	0.554901	0.452634	0.511079	0.444433	0.565741	0.500539	0.391283	0.615690	0.426000	0.465510	0.540822	0.519111	0.698541	0.000000	0.402815	0.479503	0.571548	0.490982	0.487881	0.535815	0.601123	0.447210	0.567445	0.745937	0.399865	0.637423	0.537314	0.577871	0.475919	0.443686	0.558785	0.183814	0.419216	0.537284	0.520805	0.462076	0.514656	0.620551	0.413810	0.586434	0.446671	0.554895	0.387101	0.483320	0.572168
sp_0149	0.354555	0.363171	0.334693	0.411766	0.344106	0.553956	0.447373	0.475038	0.519435	0.503699	0.479744	0.479542	0.415450	0.495828	0.368060	0.553829	0.317621	0.485502	0.359437	0.394242	0.346685	0.303608	0.450850	0.402999	0.598051	0.370158	0.512894	0.522515	0.273170	0.434041	0.574495	0.496303	0.392982	0.323910	0.529423	0.384899	0.365679	0.404680	0.418867	0.635692	0.411105	0.316229	0.368066	0.437188	0.301034	0.420565	0.406860	0.489995	0.371464	0.455045	0.321362	0.415708	0.324814	0.469968	0.484864	0.607027	0.581110	0.349947	0.285182	0.606053	0.674764	0.445646	0.408024	0.534560	0.469358	0.558918	0.444900	0.602139	0.358384	0.333687	0.299845	0.375767	0.477366	0.379019	0.566780	0.468102	0.393338	0.547212	0.413640	0.603677	0.557320	0.422758	0.545387	0.370189	0.527577	0.339214	0.361769	0.498441	0.482622	0.648005	0.319871	0.538662	0.448418	0.516919	0.368175	0.489790	0.338889	0.394961	0.474591	0.422204	0.503773	0.451612	0.429727	0.539791	0.497898	0.462520	0.323331	0.322620	0.511379	0.380846	0.432525	0.422748	0.518534	0.690464	0.358628	0.449535	0.497762	0.489409	0.372177	0.432153	0.482702	0.464078	0.327053	0.378010	0.530311	0.330476	0.627862	0.334963	0.422086	0.385256	0.569866	0.338614	0.496678	0.514991	0.414004	0.614900	0.388771	0.502225	0.443091	0.528932	0.406143	0.383644	0.581371	0.424665	0.350398	0.462273	0.403059	0.596000	0.402815	0.000000	0.326476	0.472682	0.494785	0.491859	0.379528	0.562883	0.557581	0.495475	0.566635	0.347357	0.536240	0.527037	0.388850	0.490071	0.403696	0.430302	0.346072	0.283816	0.422162	0.408605	0.567177	0.423347	0.439590	0.410337	0.411849	0.465904	0.517139	0.560308	0.318200	0.476465
sp_0150	0.326158	0.395771	0.361127	0.476251	0.256610	0.715412	0.400992	0.484196	0.511147	0.538526	0.548768	0.329846	0.433793	0.497044	0.417622	0.577145	0.302379	0.449448	0.405067	0.292835	0.434780	0.320777	0.417085	0.349877	0.620359	0.341302	0.480412	0.457307	0.320167	0.333132	0.503203	0.465004	0.328667	0.310475	0.589807	0.416294	0.420049	0.567905	0.491988	0.574590	0.404662	0.384459	0.370920	0.503721	0.300257	0.438682	0.565803	0.461866	0.498408	0.454874	0.339833	0.363498	0.368691	0.425049	0.311442	0.531542	0.543767	0.325090	0.269896	0.446690	0.578621	0.417086	0.519706	0.467361	0.488139	0.631360	0.534306	0.605136	0.367191	0.272711	0.441502	0.434975	0.484596	0.334427	0.550613	0.341846	0.454593	0.495789	0.389797	0.576171	0.635410	0.540597	0.553916	0.466460	0.509269	0.433013	0.311039	0.494278	0.577397	0.602477	0.355935	0.532525	0.398373	0.490762	0.280583	0.546677	0.283018	0.466697	0.409771	0.415199	0.455990	0.470487	0.383417	0.527549	0.290896	0.522653	0.356545	0.388640	0.353132	0.407663	0.442525	0.503062	0.517320	0.692852	0.474030	0.504965	0.584365	0.550394	0.336358	0.440393	0.429765	0.407293	0.282059	0.525759	0.561732	0.514183	0.520120	0.392919	0.437713	0.513655	0.519368	0.492084	0.502126	0.571205	0.537580	0.592684	0.413476	0.462872	0.417307	0.431935	0.317212	0.441697	0.559600	0.415220	0.373874	0.521046	0.518901	0.534546	0.479503	0.326476	0.000000	0.381243	0.531035	0.482334	0.488490	0.526469	0.491174	0.403626	0.438674	0.348010	0.597977	0.520864	0.478020	0.484911	0.305207	0.499300	0.435255	0.385898	0.439978	0.433535	0.560828	0.307711	0.423669	0.291532	0.471850	0.441830	0.521834	0.630806	0.341823	0.489447
sp_0151	0.399110	0.532259	0.385858	0.541926	0.316690	0.627698	0.344876	0.457340	0.577621	0.477217	0.563427	0.361341	0.354222	0.558461	0.507734	0.564703	0.430434	0.317571	0.575791	0.358351	0.529821	0.480865	0.429593	0.319147	0.602455	0.494324	0.405287	0.462407	0.479414	0.520320	0.444025	0.512538	0.450506	0.442742	0.669336	0.441041	0.507378	0.586674	0.459331	0.515069	0.328693	0.342626	0.548395	0.453739	0.365253	0.436399	0.597459	0.380281	0.517320	0.355071	0.483394	0.451546	0.463250	0.534971	0.351547	0.536305	0.537184	0.392303	0.371474	0.353351	0.623417	0.431235	0.377835	0.415960	0.465998	0.747340	0.406838	0.554311	0.537983	0.253975	0.545670	0.491318	0.617545	0.422227	0.607453	0.491292	0.459800	0.520049	0.371092	0.654248	0.500889	0.436619	0.617887	0.484736	0.480358	0.467017	0.365974	0.384324	0.489509	0.669937	0.526134	0.477411	0.495239	0.483421	0.297211	0.645951	0.515591	0.481662	0.379624	0.354441	0.633152	0.554553	0.451416	0.561156	0.455762	0.502119	0.311154	0.381243	0.501933	0.445992	0.418554	0.596168	0.383718	0.669302	0.569715	0.460510	0.663217	0.367822	0.354841	0.424210	0.445646	0.553195	0.447171	0.527331	0.569887	0.490937	0.377705	0.475796	0.509939	0.582460	0.459133	0.545425	0.478062	0.594938	0.475433	0.449176	0.462032	0.270506	0.367662	0.484894	0.518011	0.430658	0.544300	0.484570	0.487724	0.533187	0.552132	0.559648	0.571548	0.472682	0.381243	0.000000	0.371024	0.405566	0.490630	0.561217	0.665897	0.335582	0.610012	0.486023	0.532966	0.469115	0.542135	0.433091	0.414749	0.466747	0.464747	0.471440	0.353366	0.422962	0.564959	0.360998	0.537535	0.369148	0.446454	0.474475	0.544424	0.565701	0.524714	0.573277
sp_0152	0.405970	0.622620	0.337835	0.493122	0.370872	0.486603	0.262665	0.407359	0.661563	0.494764	0.444417	0.460825	0.462268	0.543250	0.528320	0.395538	0.477823	0.428059	0.632417	0.430363	0.538844	0.506970	0.535800	0.401699	0.602190	0.593531	0.390423	0.469306	0.536260	0.592665	0.529535	0.591653	0.556003	0.444830	0.620053	0.464165	0.549989	0.441139	0.545634	0.524994	0.376344	0.354947	0.693090	0.376009	0.401621	0.508981	0.608875	0.478822	0.466025	0.472105	0.436289	0.561830	0.577395	0.521820	0.468613	0.566779	0.564194	0.424907	0.463505	0.470812	0.753874	0.464369	0.416239	0.452170	0.512397	0.675622	0.350985	0.597660	0.558152	0.399382	0.476555	0.601291	0.653595	0.481688	0.666412	0.497746	0.408404	0.517427	0.351465	0.675418	0.546175	0.429838	0.723231	0.274243	0.434492	0.452438	0.427642	0.463208	0.532385	0.715079	0.514997	0.384787	0.579379	0.391158	0.427796	0.573072	0.558399	0.488245	0.390903	0.586865	0.595805	0.440058	0.469493	0.467297	0.526940	0.510794	0.379028	0.474400	0.632661	0.481130	0.308878	0.595872	0.346595	0.710483	0.452050	0.372662	0.571970	0.412918	0.409538	0.425079	0.528422	0.454299	0.502482	0.382519	0.416119	0.395500	0.511994	0.457801	0.455752	0.529725	0.632614	0.569971	0.505212	0.558278	0.407717	0.484130	0.413224	0.407068	0.252369	0.640204	0.580489	0.265024	0.568437	0.491337	0.471883	0.556237	0.634498	0.729435	0.490982	0.494785	0.531035	0.371024	0.000000	0.327264	0.527035	0.661011	0.598288	0.463120	0.765638	0.485428	0.474051	0.535104	0.594866	0.321053	0.475870	0.540022	0.422336	0.409990	0.467445	0.439020	0.450780	0.477279	0.611680	0.463714	0.509599	0.428330	0.517144	0.401175	0.539191	0.614452
sp_0153	0.395581	0.554866	0.312042	0.506358	0.376891	0.454567	0.245892	0.349503	0.530763	0.327223	0.406560	0.466470	0.409239	0.525578	0.406356	0.415643	0.470665	0.521335	0.500406	0.519990	0.419595	0.435662	0.435438	0.407978	0.549935	0.560793	0.464419	0.470458	0.496920	0.506175	0.334936	0.593610	0.452680	0.433020	0.540933	0.429178	0.521319	0.523149	0.429770	0.453081	0.362315	0.394855	0.647096	0.337305	0.262496	0.449702	0.607661	0.526229	0.457082	0.481926	0.439430	0.615245	0.551693	0.440087	0.485174	0.592077	0.381888	0.378116	0.467809	0.469856	0.602294	0.425193	0.490347	0.528092	0.598933	0.611995	0.463681	0.562816	0.424309	0.344521	0.397071	0.533764	0.514593	0.543189	0.587087	0.471392	0.429406	0.465560	0.348875	0.634200	0.545094	0.507547	0.569281	0.263880	0.380511	0.466634	0.389264	0.362222	0.554019	0.510145	0.469643	0.521416	0.472668	0.368439	0.339973	0.605849	0.545798	0.493128	0.376605	0.563985	0.581158	0.314952	0.358141	0.431345	0.401127	0.420140	0.380758	0.520468	0.604750	0.368892	0.301637	0.476895	0.359169	0.649368	0.433496	0.371376	0.560342	0.335925	0.426573	0.228890	0.486348	0.467781	0.551208	0.419672	0.340270	0.440088	0.529101	0.419364	0.405661	0.534042	0.538654	0.571170	0.527893	0.524057	0.480613	0.502102	0.578702	0.395107	0.350210	0.587259	0.575963	0.330121	0.537875	0.478640	0.478295	0.471768	0.684235	0.718439	0.487881	0.491859	0.482334	0.405566	0.327264	0.000000	0.520166	0.580687	0.488432	0.403711	0.671808	0.468323	0.455932	0.462715	0.597188	0.310835	0.398852	0.424753	0.468803	0.405694	0.582866	0.371257	0.267023	0.358472	0.555135	0.446606	0.477877	0.254980	0.548714	0.421919	0.563174	0.585130
sp_0154	0.309247	0.492974	0.437185	0.411559	0.495827	0.518626	0.465207	0.450533	0.415622	0.465463	0.535011	0.545266	0.486104	0.433296	0.328392	0.608231	0.485395	0.459709	0.531741	0.537495	0.290777	0.489858	0.434804	0.398449	0.471231	0.479057	0.536849	0.365367	0.377272	0.551742	0.580177	0.401995	0.461536	0.421145	0.611482	0.455110	0.544469	0.538374	0.441758	0.438098	0.453388	0.382410	0.582918	0.490146	0.394341	0.453771	0.593047	0.403856	0.516443	0.535038	0.519119	0.517491	0.378595	0.421313	0.545849	0.603159	0.509668	0.495155	0.346135	0.620978	0.620613	0.469535	0.565883	0.630078	0.399922	0.600087	0.536833	0.370689	0.519527	0.434321	0.515903	0.347507	0.529469	0.457480	0.502535	0.634352	0.529570	0.546323	0.475573	0.723152	0.448057	0.373273	0.580535	0.483323	0.499489	0.320702	0.485119	0.641545	0.521995	0.681567	0.501593	0.546473	0.628094	0.514831	0.489103	0.626410	0.529015	0.346711	0.465438	0.436266	0.665546	0.467397	0.415408	0.602021	0.611165	0.437206	0.278707	0.345576	0.715285	0.516058	0.499023	0.589329	0.472217	0.615715	0.529081	0.406063	0.517772	0.441086	0.437192	0.480248	0.489403	0.478988	0.377312	0.477204	0.559622	0.314742	0.542077	0.293006	0.473649	0.563913	0.477772	0.426318	0.441776	0.381042	0.361177	0.474208	0.467233	0.438215	0.495725	0.411932	0.587141	0.454262	0.654207	0.673142	0.391117	0.354091	0.577529	0.698785	0.535815	0.379528	0.488490	0.490630	0.527035	0.520166	0.000000	0.536891	0.581960	0.439920	0.528891	0.367469	0.561918	0.512066	0.494518	0.602114	0.354320	0.360429	0.507475	0.406885	0.407497	0.373431	0.614063	0.387702	0.560351	0.480466	0.443404	0.449468	0.509427	0.555863	0.475439	0.542785
sp_0155	0.423848	0.611009	0.529503	0.671034	0.548826	0.822037	0.543948	0.491583	0.472203	0.679919	0.626246	0.552444	0.390842	0.413667	0.599697	0.584279	0.481429	0.690563	0.698750	0.593187	0.426481	0.665597	0.598810	0.622883	0.520631	0.650493	0.723450	0.562884	0.602868	0.521018	0.596864	0.754072	0.551042	0.598052	0.615844	0.502048	0.437301	0.788469	0.622572	0.542113	0.505873	0.480030	0.661024	0.643215	0.504121	0.573298	0.571631	0.604444	0.529225	0.660510	0.662191	0.682349	0.559981	0.487343	0.687569	0.750024	0.740842	0.365029	0.536652	0.644776	0.512986	0.618663	0.653349	0.520636	0.502703	0.612399	0.720449	0.572249	0.618662	0.482734	0.711623	0.516786	0.519315	0.383277	0.692413	0.639626	0.679104	0.727839	0.545521	0.715793	0.500603	0.563375	0.766727	0.609375	0.486626	0.643442	0.653117	0.549800	0.680970	0.841403	0.580458	0.674590	0.588318	0.638263	0.497404	0.676109	0.607909	0.431719	0.619589	0.612694	0.659645	0.629977	0.435656	0.652134	0.560895	0.589820	0.476961	0.627917	0.736666	0.573042	0.629034	0.539682	0.510915	0.775164	0.726667	0.613943	0.626674	0.538306	0.503105	0.471823	0.585351	0.666795	0.535288	0.683694	0.597489	0.575495	0.473606	0.570424	0.429830	0.770658	0.483035	0.601992	0.728835	0.550996	0.688665	0.585357	0.658643	0.523639	0.600255	0.475888	0.562956	0.576867	0.755054	0.508865	0.415700	0.652308	0.633953	0.634125	0.601123	0.562883	0.526469	0.561217	0.661011	0.580687	0.536891	0.000000	0.605379	0.386258	0.600410	0.620247	0.782280	0.667366	0.670665	0.629500	0.515422	0.565811	0.562269	0.479685	0.639488	0.608967	0.657732	0.495985	0.504344	0.625400	0.374160	0.506786	0.609537	0.722982	0.610921	0.508300
sp_0156	0.382938	0.539647	0.473703	0.477248	0.495436	0.652978	0.437332	0.422913	0.569542	0.549681	0.526338	0.514076	0.609315	0.531176	0.518961	0.464355	0.468931	0.662333	0.491505	0.588167	0.489741	0.462596	0.571490	0.592389	0.535607	0.603831	0.573904	0.503769	0.555031	0.531460	0.576337	0.632981	0.511002	0.394229	0.584025	0.539859	0.554688	0.615054	0.611705	0.503958	0.566186	0.556690	0.639590	0.513942	0.436842	0.705522	0.778777	0.612302	0.526808	0.659815	0.473679	0.728101	0.671070	0.296146	0.549502	0.550160	0.523445	0.455730	0.542975	0.614583	0.605894	0.443924	0.722028	0.653542	0.672113	0.518475	0.708784	0.625583	0.389328	0.503904	0.535827	0.590135	0.437627	0.523860	0.539732	0.496172	0.633681	0.634258	0.474968	0.754729	0.707696	0.678548	0.679672	0.423670	0.558289	0.515688	0.540395	0.648820	0.724749	0.595085	0.417114	0.508552	0.587654	0.402452	0.525084	0.629190	0.516101	0.486131	0.556028	0.688000	0.435999	0.298181	0.362096	0.406750	0.352878	0.585323	0.579006	0.594805	0.592394	0.590496	0.532343	0.611083	0.556935	0.699964	0.603885	0.524331	0.558801	0.656056	0.441976	0.501193	0.534087	0.399665	0.500241	0.524666	0.319303	0.591287	0.632590	0.452661	0.498699	0.579648	0.609288	0.554396	0.578916	0.519415	0.648876	0.587421	0.613720	0.607944	0.482742	0.527228	0.598451	0.434508	0.588000	0.601942	0.446073	0.519053	0.719039	0.711610	0.447210	0.557581	0.491174	0.665897	0.598288	0.488432	0.581960	0.605379	0.000000	0.594198	0.691277	0.395310	0.646556	0.685448	0.670403	0.491761	0.369302	0.612888	0.553682	0.422180	0.722185	0.471652	0.382976	0.479153	0.620928	0.487942	0.598541	0.422575	0.534371	0.584319	0.501394	0.529601
sp_0157	0.297608	0.616814	0.432325	0.574217	0.377260	0.699643	0.314265	0.403116	0.488293	0.537655	0.489113	0.458206	0.420339	0.407845	0.474413	0.581757	0.423278	0.537908	0.630958	0.479179	0.387063	0.502654	0.449462	0.341203	0.553163	0.461593	0.566592	0.329696	0.494217	0.499661	0.493909	0.584223	0.440670	0.450924	0.538453	0.462306	0.535098	0.655708	0.528059	0.454664	0.318156	0.397306	0.610098	0.471272	0.341680	0.381352	0.529803	0.429261	0.545759	0.443740	0.557628	0.517507	0.464653	0.511264	0.454055	0.697333	0.571449	0.371690	0.419475	0.498902	0.578184	0.526613	0.557047	0.428324	0.472726	0.641284	0.548880	0.566595	0.509287	0.353643	0.597300	0.433000	0.544663	0.390001	0.603622	0.531845	0.524871	0.576573	0.398988	0.638731	0.529400	0.430405	0.630386	0.490090	0.383626	0.546103	0.463800	0.429537	0.638679	0.708455	0.575821	0.581652	0.475519	0.540270	0.384902	0.649132	0.506669	0.432600	0.425529	0.535342	0.577268	0.496416	0.378717	0.582678	0.487987	0.567216	0.290073	0.468294	0.623124	0.481279	0.492155	0.579169	0.396680	0.610380	0.569207	0.526672	0.649011	0.414241	0.457404	0.317706	0.512663	0.526435	0.417220	0.609710	0.570378	0.466149	0.471869	0.409726	0.408370	0.708543	0.445016	0.562478	0.590369	0.471904	0.549559	0.533314	0.527923	0.337730	0.433212	0.430634	0.453251	0.477301	0.674051	0.497583	0.418594	0.545526	0.703268	0.646702	0.567445	0.495475	0.403626	0.335582	0.463120	0.403711	0.439920	0.386258	0.594198	0.000000	0.446957	0.495507	0.560081	0.507210	0.504500	0.552722	0.372211	0.456346	0.505384	0.485353	0.497646	0.470861	0.570648	0.232923	0.496810	0.423015	0.411866	0.310557	0.512218	0.623362	0.533131	0.623222
